customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST104231,Male,0,No,Yes,7,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,52.74,870.09,No
CUST104232,Male,0,Yes,Yes,16,Yes,Yes,No,No internet service,Yes,No,Yes,No,No,Two year,No,Electronic check,56.98,6916.77,No
CUST104233,Male,0,Yes,No,53,Yes,No phone service,Fiber optic,No,Yes,No,No,No internet service,Yes,Two year,Yes,Mailed check,58.38,2005.67,Yes
CUST104234,Female,0,Yes,Yes,38,Yes,No phone service,DSL,Yes,Yes,No internet service,No,Yes,No internet service,Month-to-month,No,Credit card,115.64,8363.8,No
CUST104235,Female,0,Yes,No,53,Yes,No phone service,DSL,No,No internet service,No,No internet service,No,Yes,Month-to-month,No,Mailed check,51.27,3853.01,Yes
CUST104236,Female,0,No,No,0,Yes,No phone service,DSL,No internet service,No,No internet service,Yes,Yes,Yes,Two year,No,Electronic check,107.92,3878.67,No
CUST104237,Male,0,Yes,Yes,9,Yes,No,No,No,No,No,No internet service,Yes,No,Two year,Yes,Mailed check,48.8,6311.47,No
CUST104238,Male,0,No,Yes,25,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,50.25,6373.34,Yes
CUST104239,Female,0,No,Yes,31,Yes,No,DSL,No,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,96.69,8961.1,No
CUST104240,Male,0,Yes,No,57,Yes,No,DSL,No,No internet service,No,No,Yes,Yes,One year,No,Bank transfer,49.37,5068.93,No
CUST104241,Male,0,No,Yes,64,Yes,Yes,No,No internet service,No,Yes,No internet service,No,No internet service,Two year,No,Bank transfer,24.39,4318.24,No
CUST104242,Female,0,Yes,Yes,27,Yes,No,No,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer,18.13,1615.48,No
CUST104243,Male,0,No,No,54,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No,No,One year,Yes,Electronic check,32.74,8443.83,No
CUST104244,Female,0,No,No,30,Yes,No,Fiber optic,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Mailed check,91.6,4636.49,No
CUST104245,Male,0,Yes,Yes,45,Yes,No phone service,DSL,Yes,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,27.25,1721.68,Yes
CUST104246,Male,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Yes,Yes,One year,No,Mailed check,56.12,7019.42,Yes
CUST104247,Female,1,Yes,Yes,34,Yes,No,DSL,Yes,Yes,No internet service,No internet service,No internet service,No,One year,No,Bank transfer,48.86,2183.36,No
CUST104248,Male,0,Yes,Yes,19,Yes,No,DSL,No internet service,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,20.43,3286.82,Yes
CUST104249,Female,0,No,Yes,27,Yes,Yes,No,Yes,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Credit card,48.35,2773.23,No
CUST104250,Female,0,No,No,45,Yes,Yes,No,No,No,No internet service,No,No,No,Month-to-month,Yes,Electronic check,44.06,1969.22,No
CUST104251,Male,0,No,No,27,Yes,No,DSL,Yes,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,56.23,6788.93,Yes
CUST104252,Female,0,Yes,Yes,30,Yes,Yes,DSL,Yes,Yes,No internet service,No,No internet service,No internet service,Two year,Yes,Credit card,66.14,8867.89,No
CUST104253,Female,1,No,No,21,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,No internet service,One year,Yes,Mailed check,25.98,8243.02,No
CUST104254,Female,0,No,No,64,Yes,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,99.89,231.45,No
CUST104255,Female,0,Yes,Yes,36,Yes,No phone service,No,Yes,No internet service,No internet service,Yes,No,No internet service,Two year,No,Mailed check,103.23,4518.32,Yes
CUST104256,Male,0,Yes,Yes,0,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer,46.25,4768.91,No
CUST104257,Female,0,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,105.49,5623.34,No
CUST104258,Female,0,Yes,No,10,Yes,Yes,No,Yes,No,No internet service,Yes,No,Yes,Two year,Yes,Electronic check,20.16,1257.44,Yes
CUST104259,Male,0,Yes,No,8,Yes,No,No,No internet service,No,No internet service,Yes,Yes,Yes,One year,Yes,Credit card,72.6,7448.66,No
CUST104260,Male,0,No,Yes,21,Yes,No phone service,DSL,No,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Electronic check,103.76,8814.48,No
CUST104261,Female,0,Yes,No,14,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No,No internet service,One year,Yes,Electronic check,112.3,6366.2,No
CUST104262,Female,0,Yes,No,41,Yes,No,DSL,No,No internet service,No,No internet service,No,No,Month-to-month,No,Bank transfer,73.86,6758.82,Yes
CUST104263,Male,0,Yes,Yes,36,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No internet service,Two year,No,Credit card,94.69,1675.64,No
CUST104264,Female,0,No,No,7,Yes,Yes,No,No,Yes,No internet service,No internet service,Yes,No internet service,One year,No,Mailed check,76.72,8558.06,No
CUST104265,Male,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card,75.3,4509.82,Yes
CUST104266,Female,0,Yes,No,45,Yes,No phone service,No,No,No internet service,Yes,No,No internet service,No,Two year,Yes,Mailed check,85.53,4734.78,No
CUST104267,Male,0,No,No,41,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,99.22,479.6,No
CUST104268,Male,0,No,Yes,63,Yes,No phone service,Fiber optic,No internet service,No,No,Yes,No internet service,No internet service,One year,No,Bank transfer,24.46,7407.89,No
CUST104269,Male,0,No,Yes,0,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No internet service,Two year,No,Electronic check,77.68,7906.03,No
CUST104270,Female,0,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No internet service,One year,No,Credit card,25.58,1749.98,Yes
CUST104271,Male,0,No,Yes,64,Yes,No phone service,No,No internet service,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer,33.37,5412.72,No
CUST104272,Male,1,No,No,49,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No,Two year,Yes,Bank transfer,45.78,2994.23,No
CUST104273,Female,0,Yes,No,5,Yes,No phone service,DSL,No internet service,No,No,No internet service,No,No,One year,Yes,Mailed check,51.23,6436.68,Yes
CUST104274,Female,0,No,No,56,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Credit card,66.65,2214.12,No
CUST104275,Female,0,Yes,No,50,Yes,No,DSL,No,Yes,Yes,No internet service,No internet service,Yes,Two year,Yes,Electronic check,37.73,4322.53,No
CUST104276,Male,1,No,Yes,17,Yes,Yes,DSL,Yes,No internet service,No,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer,66.68,2793.14,No
CUST104277,Female,0,No,No,55,Yes,No phone service,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Electronic check,113.54,4061.25,No
CUST104278,Male,0,No,No,18,Yes,Yes,No,No,No,No internet service,Yes,Yes,No,Month-to-month,No,Mailed check,31.09,2960.0,No
CUST104279,Male,1,Yes,Yes,51,Yes,No,DSL,No internet service,Yes,No,No,No,No internet service,Month-to-month,Yes,Electronic check,19.15,8660.36,Yes
CUST104280,Male,0,No,Yes,47,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,No internet service,Yes,Two year,No,Bank transfer,72.29,7190.36,No
CUST104281,Male,0,Yes,Yes,33,Yes,No,Fiber optic,No,Yes,No,No,No,No internet service,Two year,Yes,Mailed check,48.48,3770.04,No
CUST104282,Male,0,Yes,Yes,69,Yes,No,No,Yes,No,No,No internet service,No internet service,Yes,Two year,Yes,Electronic check,98.95,4984.11,No
CUST104283,Female,0,No,No,49,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Mailed check,52.35,3678.74,No
CUST104284,Female,0,No,Yes,11,Yes,No phone service,DSL,No internet service,No,No,Yes,No internet service,Yes,One year,No,Credit card,112.52,7228.83,Yes
CUST104285,Male,0,No,Yes,17,Yes,Yes,DSL,No internet service,No,No internet service,No,No,Yes,Two year,Yes,Bank transfer,85.89,1346.75,No
CUST104286,Female,0,No,No,20,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,Yes,No,Two year,No,Credit card,79.55,5352.59,No
CUST104287,Male,0,Yes,Yes,30,Yes,Yes,No,Yes,No,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer,108.34,922.4,No
CUST104288,Male,0,Yes,No,25,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,22.12,1271.85,No
CUST104289,Female,0,Yes,Yes,46,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No,No,Month-to-month,Yes,Electronic check,112.68,7673.05,No
CUST104290,Female,0,No,Yes,0,Yes,No,No,No,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,83.2,4460.82,Yes
CUST104291,Male,0,No,Yes,51,Yes,No phone service,No,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,47.96,885.71,No
CUST104292,Female,0,No,Yes,24,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,119.91,3652.32,Yes
CUST104293,Female,1,Yes,Yes,66,Yes,Yes,No,No internet service,No,Yes,Yes,No,No internet service,One year,Yes,Mailed check,66.62,1823.38,No
CUST104294,Male,1,Yes,Yes,49,Yes,No,Fiber optic,No,No,Yes,No,Yes,No internet service,Two year,No,Bank transfer,46.62,8489.07,Yes
CUST104295,Male,0,Yes,No,35,Yes,Yes,No,No,Yes,Yes,No internet service,Yes,Yes,Two year,No,Mailed check,29.0,6141.66,No
CUST104296,Male,0,Yes,No,1,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,No,No,Month-to-month,Yes,Bank transfer,81.31,5605.31,No
CUST104297,Male,0,Yes,No,58,Yes,No phone service,Fiber optic,No,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,117.9,2255.22,No
CUST104298,Male,0,Yes,No,4,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,No,One year,Yes,Electronic check,98.22,5065.51,No
CUST104299,Female,1,Yes,Yes,0,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,Yes,Yes,One year,Yes,Credit card,70.47,3231.92,No
CUST104300,Male,0,Yes,No,14,No,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,64.37,6543.17,No
CUST104301,Female,0,Yes,No,43,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,No internet service,One year,No,Credit card,99.72,2101.2,No
CUST104302,Female,0,No,Yes,20,Yes,No phone service,Fiber optic,No internet service,No,No,Yes,Yes,No,One year,Yes,Credit card,44.29,3502.8,No
CUST104303,Male,0,No,Yes,2,Yes,No phone service,DSL,No,Yes,Yes,No,No internet service,No,One year,Yes,Credit card,102.51,7738.14,No
CUST104304,Male,0,No,Yes,56,No,No phone service,No,Yes,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,36.32,6503.78,Yes
CUST104305,Female,0,Yes,Yes,13,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,Yes,No internet service,Two year,No,Mailed check,40.26,3899.9,No
CUST104306,Male,1,Yes,Yes,51,Yes,Yes,No,No,No internet service,Yes,No,No,Yes,One year,No,Mailed check,52.05,6485.81,No
CUST104307,Male,0,No,Yes,30,Yes,No,No,No,No,Yes,Yes,No internet service,No,One year,No,Electronic check,49.08,5548.59,No
CUST104308,Female,0,No,No,6,Yes,Yes,No,Yes,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card,18.54,8586.02,Yes
CUST104309,Female,0,Yes,No,21,Yes,No,Fiber optic,No,Yes,No,No,No,No internet service,Two year,Yes,Credit card,107.13,192.29,No
CUST104310,Male,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No,No internet service,No,One year,No,Bank transfer,42.29,3836.97,Yes
CUST104311,Male,0,No,Yes,5,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,26.13,8158.5,Yes
CUST104312,Female,0,Yes,No,40,Yes,No,DSL,No internet service,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Credit card,83.93,107.64,No
CUST104313,Male,0,No,No,10,Yes,No phone service,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card,92.53,5559.47,Yes
CUST104314,Female,0,No,Yes,46,Yes,Yes,DSL,No,No,No internet service,No internet service,Yes,No,One year,No,Electronic check,108.38,626.86,No
CUST104315,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No,Two year,No,Mailed check,88.65,1400.33,No
CUST104316,Male,1,Yes,No,55,Yes,No phone service,DSL,Yes,Yes,No internet service,No,No internet service,No internet service,One year,Yes,Mailed check,24.6,4798.7,No
CUST104317,Female,0,Yes,Yes,40,Yes,No,DSL,Yes,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Credit card,104.44,118.37,Yes
CUST104318,Male,1,No,Yes,42,Yes,No phone service,DSL,No,No internet service,No internet service,No,No,No,Two year,Yes,Credit card,116.27,733.36,No
CUST104319,Female,0,Yes,No,7,Yes,No,DSL,Yes,No,No internet service,No,No internet service,No,Two year,No,Mailed check,34.77,1662.65,No
CUST104320,Male,0,No,Yes,56,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,No,Two year,No,Electronic check,46.26,8506.9,No
CUST104321,Male,0,Yes,No,4,Yes,Yes,DSL,No,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,93.69,7278.95,No
CUST104322,Female,0,No,Yes,37,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,No,Month-to-month,No,Credit card,119.77,6131.76,No
CUST104323,Female,0,No,No,56,No,Yes,No,No,Yes,No,Yes,No internet service,Yes,One year,Yes,Bank transfer,93.41,6248.2,No
CUST104324,Male,0,Yes,Yes,58,No,No,No,No internet service,Yes,No,Yes,No,No internet service,Month-to-month,No,Electronic check,36.43,2382.54,No
CUST104325,Female,0,Yes,Yes,40,Yes,No,DSL,No internet service,No internet service,Yes,No,Yes,Yes,Two year,No,Mailed check,97.06,5278.22,No
CUST104326,Female,0,No,No,59,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,No internet service,No,Month-to-month,Yes,Bank transfer,75.27,8028.04,No
CUST104327,Female,0,No,No,3,Yes,No,DSL,Yes,Yes,No internet service,No internet service,Yes,Yes,Two year,No,Mailed check,28.74,4797.87,No
CUST104328,Male,1,No,No,4,Yes,No,No,No internet service,Yes,No internet service,No internet service,No internet service,No,Two year,No,Electronic check,118.89,3769.35,No
CUST104329,Male,0,No,No,4,Yes,No phone service,No,No,No,No,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,39.15,7292.17,No
CUST104330,Male,0,Yes,No,52,Yes,No,No,No,No,No,No internet service,Yes,No internet service,Two year,No,Bank transfer,51.72,3720.37,No
CUST104331,Male,0,No,Yes,34,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Credit card,109.28,6015.94,No
CUST104332,Female,0,No,Yes,23,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,No,No internet service,Month-to-month,No,Credit card,77.23,6779.89,Yes
CUST104333,Female,0,No,Yes,24,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,Yes,No,One year,Yes,Mailed check,35.18,312.53,No
CUST104334,Male,0,Yes,Yes,52,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No,No internet service,One year,No,Mailed check,34.51,8703.71,Yes
CUST104335,Male,0,No,Yes,21,Yes,Yes,No,No,Yes,No,No internet service,Yes,Yes,Two year,No,Credit card,47.21,7782.58,Yes
CUST104336,Female,0,Yes,No,10,Yes,No,DSL,Yes,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card,74.98,6985.28,No
CUST104337,Female,0,Yes,Yes,42,Yes,No,DSL,No,Yes,No internet service,No internet service,No,No internet service,One year,No,Credit card,55.65,419.69,No
CUST104338,Female,1,No,No,23,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,97.29,1809.77,No
CUST104339,Female,0,Yes,Yes,51,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,Yes,Two year,No,Mailed check,84.87,1786.18,No
CUST104340,Male,0,No,Yes,43,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No,Two year,Yes,Credit card,64.38,5970.38,Yes
CUST104341,Female,0,No,No,6,Yes,No phone service,No,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,110.08,2070.33,No
CUST104342,Female,1,Yes,Yes,58,Yes,No phone service,DSL,No internet service,No,Yes,No,No internet service,No internet service,One year,No,Electronic check,95.8,2825.39,Yes
CUST104343,Female,0,Yes,Yes,31,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,No internet service,Yes,Two year,Yes,Mailed check,47.71,2606.9,Yes
CUST104344,Male,0,No,No,46,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,No,Yes,Month-to-month,Yes,Credit card,71.54,1429.61,No
CUST104345,Male,0,Yes,Yes,71,Yes,No,DSL,No internet service,No,Yes,Yes,No internet service,No,Month-to-month,No,Bank transfer,118.86,7971.95,Yes
CUST104346,Male,0,Yes,Yes,9,No,Yes,DSL,Yes,No,No,Yes,No,No internet service,Month-to-month,No,Electronic check,34.78,6898.81,No
CUST104347,Female,0,Yes,No,28,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,No,One year,Yes,Mailed check,102.79,5198.24,Yes
CUST104348,Female,0,Yes,No,13,Yes,No phone service,No,No,No,No internet service,No internet service,No,Yes,One year,Yes,Electronic check,90.36,3277.22,No
CUST104349,Female,0,Yes,No,22,Yes,No,No,No internet service,Yes,No,Yes,Yes,Yes,One year,No,Credit card,54.65,2914.93,No
CUST104350,Female,0,No,No,31,Yes,Yes,DSL,No,No internet service,Yes,No,No internet service,No internet service,One year,Yes,Bank transfer,90.46,734.5,No
CUST104351,Male,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,62.8,8954.09,No
CUST104352,Male,0,No,No,28,Yes,No phone service,No,No,No internet service,Yes,No internet service,Yes,No,One year,No,Electronic check,79.79,3754.37,No
CUST104353,Female,0,Yes,Yes,3,No,No,No,No internet service,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Electronic check,48.03,3518.51,No
CUST104354,Female,0,No,No,51,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,21.26,3916.82,No
CUST104355,Female,0,Yes,Yes,19,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,42.06,4198.16,Yes
CUST104356,Male,0,No,No,58,Yes,No,DSL,No,Yes,No internet service,No,No internet service,Yes,One year,Yes,Credit card,111.68,199.29,No
CUST104357,Female,0,Yes,Yes,36,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,No,Yes,Two year,Yes,Bank transfer,49.25,3745.38,No
CUST104358,Female,1,No,Yes,63,Yes,No,Fiber optic,No internet service,No,No,No,No,No internet service,Two year,Yes,Bank transfer,67.54,4760.81,No
CUST104359,Male,1,No,Yes,66,Yes,Yes,DSL,Yes,Yes,No,No internet service,No internet service,Yes,Month-to-month,No,Credit card,97.09,1377.52,No
CUST104360,Female,0,Yes,Yes,25,Yes,No phone service,No,No,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card,113.89,6613.45,No
CUST104361,Female,0,Yes,Yes,59,Yes,Yes,DSL,Yes,No internet service,No,Yes,No,Yes,Month-to-month,No,Electronic check,57.67,200.62,Yes
CUST104362,Female,0,No,Yes,59,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,Yes,No internet service,Two year,No,Credit card,64.64,408.46,No
CUST104363,Female,0,No,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No,Yes,Yes,Two year,No,Electronic check,84.4,4865.17,No
CUST104364,Male,1,Yes,No,52,Yes,Yes,No,Yes,Yes,No internet service,No,Yes,Yes,Two year,No,Mailed check,105.32,3379.62,Yes
CUST104365,Male,1,No,Yes,55,Yes,No,No,No,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.23,7980.84,No
CUST104366,Male,0,Yes,No,13,Yes,No,No,No,No internet service,No,Yes,No,No internet service,One year,No,Mailed check,34.75,930.21,No
CUST104367,Female,0,No,Yes,30,Yes,No,No,No internet service,No,No,No,No,No internet service,Two year,Yes,Electronic check,75.88,6499.95,No
CUST104368,Male,0,Yes,No,7,Yes,No,Fiber optic,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card,56.7,4054.89,No
CUST104369,Male,0,Yes,Yes,49,Yes,Yes,No,No internet service,No internet service,No,Yes,Yes,Yes,One year,Yes,Mailed check,50.72,318.39,No
CUST104370,Female,1,Yes,No,12,Yes,No,DSL,Yes,Yes,No internet service,No,Yes,No internet service,One year,No,Electronic check,33.23,3596.49,Yes
CUST104371,Female,0,No,Yes,62,Yes,Yes,No,No,No,No,No internet service,Yes,No,One year,No,Electronic check,51.29,4516.33,No
CUST104372,Female,0,No,Yes,65,Yes,No,DSL,No internet service,No,No,Yes,No,Yes,Two year,No,Credit card,48.37,3258.62,Yes
CUST104373,Female,0,No,No,59,Yes,No phone service,No,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,115.75,3469.29,No
CUST104374,Female,0,No,Yes,21,Yes,Yes,DSL,No,No internet service,No,Yes,No,Yes,Two year,No,Electronic check,63.24,8862.32,No
CUST104375,Female,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Electronic check,78.09,8249.68,No
CUST104376,Female,1,Yes,No,39,Yes,Yes,DSL,No,Yes,Yes,No internet service,No internet service,No,One year,Yes,Bank transfer,43.13,1383.61,No
CUST104377,Male,1,Yes,No,48,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Mailed check,118.54,1827.09,No
CUST104378,Female,0,Yes,No,34,Yes,Yes,No,No internet service,No,No internet service,No,No internet service,No internet service,Two year,Yes,Credit card,53.96,1847.68,No
CUST104379,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer,97.84,7794.02,Yes
CUST104380,Female,0,Yes,Yes,7,Yes,Yes,DSL,Yes,No,No internet service,Yes,Yes,No,One year,No,Bank transfer,85.34,8969.12,No
CUST104381,Female,0,Yes,No,48,Yes,Yes,Fiber optic,No,No,No,No,Yes,No internet service,Two year,Yes,Bank transfer,60.86,1041.03,No
CUST104382,Male,0,No,No,47,No,Yes,DSL,No,Yes,Yes,No,No internet service,No,One year,No,Bank transfer,110.32,4127.3,Yes
CUST104383,Female,0,Yes,Yes,59,Yes,Yes,No,No,No internet service,Yes,No,Yes,Yes,Two year,Yes,Bank transfer,24.48,4624.76,No
CUST104384,Female,0,No,No,68,Yes,No,DSL,No internet service,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer,32.84,2729.13,No
CUST104385,Female,1,Yes,Yes,56,Yes,No,DSL,No internet service,No,No internet service,Yes,No internet service,No internet service,One year,No,Credit card,20.6,7858.86,No
CUST104386,Male,1,No,Yes,27,No,No phone service,Fiber optic,No,No internet service,No,No internet service,No internet service,No,One year,No,Bank transfer,62.07,5194.33,No
CUST104387,Female,1,Yes,No,42,Yes,No,No,No internet service,No,No,No internet service,No,Yes,One year,No,Mailed check,118.03,4635.69,No
CUST104388,Female,0,No,Yes,11,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,82.69,5539.19,Yes
CUST104389,Male,0,No,No,55,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No internet service,No,Two year,Yes,Mailed check,56.89,5740.58,No
CUST104390,Female,0,Yes,Yes,72,Yes,No phone service,Fiber optic,No,No internet service,No,No,No internet service,No internet service,One year,Yes,Mailed check,96.2,495.62,No
CUST104391,Male,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,42.92,5751.26,No
CUST104392,Male,1,No,No,0,Yes,No phone service,No,No,No internet service,No,No,Yes,Yes,One year,Yes,Bank transfer,88.29,2843.61,No
CUST104393,Female,0,Yes,Yes,56,Yes,Yes,DSL,Yes,No,Yes,No internet service,No,Yes,Two year,No,Electronic check,45.96,7083.48,No
CUST104394,Male,0,Yes,Yes,43,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,89.32,1172.74,No
CUST104395,Female,0,Yes,Yes,50,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,23.3,5390.31,No
CUST104396,Female,0,Yes,No,52,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,No internet service,Two year,Yes,Electronic check,102.15,7042.94,Yes
CUST104397,Female,0,Yes,Yes,13,No,Yes,Fiber optic,No,Yes,No internet service,No internet service,No,No internet service,Two year,No,Mailed check,76.14,4743.68,No
CUST104398,Female,1,Yes,Yes,62,Yes,No phone service,DSL,No internet service,Yes,No internet service,No,No internet service,No internet service,One year,Yes,Bank transfer,107.76,2219.7,No
CUST104399,Female,0,No,No,50,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Credit card,65.04,2480.78,Yes
CUST104400,Male,0,Yes,No,14,Yes,No phone service,DSL,Yes,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,27.36,108.5,No
CUST104401,Female,0,No,Yes,70,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,No,Yes,Month-to-month,Yes,Credit card,95.96,8956.94,Yes
CUST104402,Male,0,No,Yes,63,Yes,No,No,No,No internet service,No,No,Yes,No internet service,One year,Yes,Electronic check,30.73,2853.37,No
CUST104403,Male,0,Yes,Yes,24,Yes,No,No,No internet service,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer,110.76,8235.99,Yes
CUST104404,Female,0,No,No,32,Yes,No,No,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card,105.44,1612.72,Yes
CUST104405,Female,0,Yes,Yes,8,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,63.53,7906.05,Yes
CUST104406,Male,1,Yes,Yes,14,No,No phone service,DSL,No internet service,No internet service,Yes,Yes,No,Yes,One year,No,Mailed check,104.31,7051.44,Yes
CUST104407,Male,0,Yes,No,13,Yes,No,Fiber optic,Yes,No,No,No internet service,No,No,Two year,Yes,Bank transfer,105.4,5752.25,No
CUST104408,Female,0,No,No,12,Yes,No,DSL,No internet service,Yes,No,Yes,No internet service,No internet service,Two year,Yes,Credit card,107.07,4071.19,No
